UID	Category	Snippet
google|jax|setup.py|000	Function	"def generate_proto(source):
  if not protoc or not os.path.exists(source):
    return
  protoc_command = [protoc, '-I.', '--python_out=.', source]
  if subprocess.call(protoc_command) != 0:
    sys.exit(-1)
"
google|jax|parse_logs.py|000	Class	"class DefaultReport:
  outcome : str = ""none""
"
google|jax|parse_logs.py|001	Function	"def parse_line(line):
  # TODO(jakevdp): should we parse other report types?
  parsed = json.loads(line)
  if parsed.get(""$report_type"") == ""TestReport"":
    return TestReport._from_json(parsed)
  return DefaultReport()
"
google|jax|parse_logs.py|002	Function	"def main(logfile, outfile):
  logging.info(""Parsing %s"", logfile)
  try:
    with open(logfile, 'r') as f:
      reports = (parse_line(line) for line in f)
      failures = (r for r in reports if r.outcome == ""failed"")
      summary = ""\n"".join(f""{f.nodeid}: {f.longrepr.chain[0][1].message}""
                          for f in failures)
    logging.info(""Parsed summary:\n%s"", summary)
  except Exception:
    err_info = traceback.format_exc()
    logging.info(""Parsing failed:\n%s"", err_info)
    summary = f""Log parsing failed; traceback:\n\n{err_info}""
  logging.info(""Writing result to %s"", outfile)
  with open(outfile, 'w') as f:
    f.write(MSG_FORMAT.format(summary=summary))
"
google|jax|extract_e2e_tests_metrics.py|000	Function	"def main(logfile: str, outmd: str, outjson: str, name: str):
    print(f""Extracting content of {logfile}"")
    print(f""and writing to {outmd} and {outjson}"")
"
google|jax|oci_cluster_manager.py|000	Function	"def get_regions():
    return requests.post(_API_URL, json={'name':'list_regions'},
                         auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS).json()['regions']
"
google|jax|oci_cluster_manager.py|001	Function	"def find_existing_cluster():
    return requests.post(_API_URL, json={'name':'find_cluster'},
                         auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS).json()['region']
"
google|jax|oci_cluster_manager.py|002	Function	"def get_cluster_ip(region):
    return requests.post(_API_URL, json={'name':'get_cluster_ip', 'region':region},
                         auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS).json()['cluster_ip']
"
google|jax|oci_cluster_manager.py|003	Function	"def get_cluster_username(region):
    return requests.post(_API_URL, json={'name':'get_cluster_username', 'region':region},
                         auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS).json()['cluster_username']
"
google|jax|oci_cluster_manager.py|004	Function	"def create_cluster(region):
    logging.debug(requests.post(_API_URL, json={'name':'create_cluster', 'region':region},
                                auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS))
"
google|jax|oci_cluster_manager.py|005	Function	"def add_pubkey(region, pubkey):
    logging.debug(requests.post(_API_URL, json={'name':'add_pubkey', 'region':region, 'pubkey':pubkey},
                                auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS))
"
google|jax|oci_cluster_manager.py|006	Function	"def get_cluster_hostkeys(region):
    return requests.post(_API_URL, json={'name':'get_cluster_hostkeys', 'region':region},
                         auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS).json()['cluster_hostkeys']
"
google|jax|oci_cluster_manager.py|007	Function	"def get_status(region):
    return requests.post(_API_URL, json={'name':'get_status', 'region': region},
                         auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS).json()['status']
"
google|jax|oci_cluster_manager.py|008	Function	"def destroy_all_clusters():
    logging.debug(requests.post(_API_URL, json={'name':'destroy_all_clusters'},
                                auth=_API_AUTH, timeout=_REQUEST_TIMEOUT_SECONDS))
"
google|jax|oci_cluster_manager.py|009	Function	"def main():
"
google|jax|api_benchmark.py|000	Class	"class AnEnum(enum.IntEnum):
  A = 123
  B = 456
"
google|jax|api_benchmark.py|001	Function	"def required_devices(num_devices_required):
  """"""Helper to skip benchmarks that require more devices.""""""
  def helper1(f):
    @functools.wraps(f)
    def helper2(state):
      if jax.device_count() < num_devices_required:
        state.skip_with_error(f""requires {num_devices_required} devices"")
        return
      return f(state)
    return helper2
  return helper1
"
google|jax|api_benchmark.py|002	Function	"  def helper1(f):
    @functools.wraps(f)
    def helper2(state):
      if jax.device_count() < num_devices_required:
        state.skip_with_error(f""requires {num_devices_required} devices"")
        return
      return f(state)
    return helper2
  return helper1
"
google|jax|api_benchmark.py|003	Function	"    def helper2(state):
      if jax.device_count() < num_devices_required:
        state.skip_with_error(f""requires {num_devices_required} devices"")
        return
      return f(state)
    return helper2
"
google|jax|api_benchmark.py|004	Function	"def create_mesh(shape, axis_names, state):
  size = np.prod(shape)
  if len(jax.devices()) < size:
    state.skip_with_error(f""Requires {size} devices"")
    return None
  devices = sorted(jax.devices(), key=lambda d: d.id)
  mesh_devices = np.array(devices[:size]).reshape(shape)
  global_mesh = jax.sharding.Mesh(mesh_devices, axis_names)
  return global_mesh
"
google|jax|api_benchmark.py|005	Function	"def swap(a, b):
  return b, a
"
google|jax|api_benchmark.py|006	Function	"def eager_unary_dispatch(state):
  a = jax.device_put(1)
  lax.neg(a)
  while state:
    lax.neg(a)
"
google|jax|api_benchmark.py|007	Function	"def eager_unary(state):
  a = jax.device_put(1)
  lax.neg(a).block_until_ready()
  while state:
    lax.neg(a).block_until_ready()
"
google|jax|api_benchmark.py|008	Function	"def eager_binary_dispatch(state):
  a = jax.device_put(1)
  b = jax.device_put(2)
  lax.add(a, b)
  while state:
    lax.add(a, b)
"
google|jax|api_benchmark.py|009	Function	"def eager_binary(state):
  a = jax.device_put(1)
  b = jax.device_put(2)
  lax.add(a, b).block_until_ready()
  while state:
    lax.add(a, b).block_until_ready()
"
google|jax|api_benchmark.py|010	Function	"def jit_trivial_dispatch(state):
  """"""Benchmarks only the duration for jitted_f to return the future.""""""
  f = jax.jit(swap)
  a, b = f(1, 2)
  x = f(a, b)
  while state:
    x = f(a, b)
  x[0].block_until_ready()
"
google|jax|api_benchmark.py|011	Function	"def jit_trivial(state):
  f = jax.jit(swap)
  a, b = f(1, 2)
  f(a, b)
"
google|jax|api_benchmark.py|012	Function	"def jit_simple_dispatch(state):
  a = jax.device_put(1)
  b = jax.device_put(2)
  f = jax.jit(operator.add)
  f(a, b)
"
google|jax|api_benchmark.py|013	Function	"def jit_simple(state):
  a = jax.device_put(1)
  b = jax.device_put(2)
  f = jax.jit(operator.add)
  f(a, b)
"
google|jax|api_benchmark.py|014	Function	"def jit_simple_dispatch_array(state):
  a = jax.device_put(1)
  b = jax.device_put(2)
  f = jax.jit(operator.add)
  f(a, b)
"
google|jax|api_benchmark.py|015	Function	"def jit_simple_array(state):
  a = jax.device_put(1)
  b = jax.device_put(2)
  f = jax.jit(operator.add)
  f(a, b)
"
google|jax|api_benchmark.py|016	Function	"def jit_small_matmul(state):
  x = np.random.uniform(size=(2, 2)).astype(np.float32)
  x = jax.device_put(x)
"
google|jax|api_benchmark.py|017	Function	"def jit_big_matmul(state):
  x = np.random.uniform(size=(100, 100)).astype(np.float32)
  x = jax.device_put(x)
"
google|jax|api_benchmark.py|018	Function	"def jit_simple_many_args_dispatch(state):
  args = [jax.device_put(i) for i in range(state.range(0))]
  f = jax.jit(lambda xs: functools.reduce(operator.add, xs))
  x = f(args)
  x.block_until_ready()
"
google|jax|api_benchmark.py|019	Function	"def jit_simple_many_args(state):
  args = [jax.device_put(i) for i in range(state.range(0))]
  f = jax.jit(lambda xs: functools.reduce(operator.add, xs))
  f(args).block_until_ready()
"
google|jax|api_benchmark.py|020	Function	"def jit_simple_pruned_args_dispatch(n, state):
  args = [jax.device_put(i) for i in range(n)]
  f = jax.jit(lambda *xs: xs[0] + 1)
  x = f(*args)
  x.block_until_ready()
"
google|jax|api_benchmark.py|021	Function	"def jit_simple_pruned_args(n, state):
  args = [jax.device_put(i) for i in range(n)]
  f = jax.jit(lambda *xs: xs[0] + 1)
  x = f(*args)
  x.block_until_ready()
"
google|jax|api_benchmark.py|022	Function	"def jit_dispatch_without_transfer(state):
  # We pick up a realistic input. 224 is usual for classification and 128 a
  # TPU-friendly batch-size.
  imgs = np.ones((128, 224, 224), np.float32)
  imgs = jax.device_put(imgs)
"
google|jax|api_benchmark.py|023	Function	"def jit_dispatch_with_transfer(state):
  imgs = np.ones((128, 224, 224), np.float32)
"
google|jax|api_benchmark.py|024	Function	"def pmap_trivial_2_devices(state):
  f = jax.pmap(swap)
  a, b = f(jnp.array([1, 2]), jnp.array([3, 4]))
"
google|jax|api_benchmark.py|025	Function	"def pmap_trivial_dispatch_8_devices(state):
  f = jax.pmap(swap)
  a, b = f(jnp.array([1, 2, 3, 4, 5, 6, 7, 8]),
           jnp.array([2, 3, 4, 5, 6, 7, 8, 9]))
"
google|jax|api_benchmark.py|026	Function	"def pmap_trivial_8_devices(state):
  f = jax.pmap(swap)
  a, b = f(jnp.array([1, 2, 3, 4, 5, 6, 7, 8]),
           jnp.array([2, 3, 4, 5, 6, 7, 8, 9]))
"
google|jax|api_benchmark.py|027	Function	"def pmap_simple_2_devices(state):
  f = jax.pmap(lambda a, b: (a + b, a - b))
  a, b = f(jnp.array([1, 2]), jnp.array([3, 4]))
"
google|jax|api_benchmark.py|028	Function	"def pmap_simple_dispatch_8_devices(state):
  f = jax.pmap(lambda a, b: (a + b, a - b))
  a, b = f(jnp.array([1, 2, 3, 4, 5, 6, 7, 8]),
           jnp.array([2, 3, 4, 5, 6, 7, 8, 9]))
"
google|jax|api_benchmark.py|029	Function	"def pmap_simple_8_devices(state):
  f = jax.pmap(lambda a, b: (a + b, a - b))
  a, b = f(jnp.array([1, 2, 3, 4, 5, 6, 7, 8]),
           jnp.array([2, 3, 4, 5, 6, 7, 8, 9]))
"
google|jax|api_benchmark.py|030	Function	"def pmap_simple_dispatch_8_devices_100_args(state):
  f = jax.pmap(lambda *args: args[1:] + (args[0] + 1,))
  args = []
  for i in range(100):
    args.append(jnp.array(list(range(i, i+8))))
"
google|jax|api_benchmark.py|031	Function	"def pmap_simple_8_devices_100_args(state):
  f = jax.pmap(lambda *args: args[1:] + (args[0] + 1,))
  args = []
  for i in range(100):
    args.append(jnp.array(list(range(i, i+8))))
"
google|jax|api_benchmark.py|032	Function	"def _run_sda_index_bench(state, num_devices):
  x = jax.pmap(jnp.sin)(jnp.arange(num_devices))
  jax.device_get(x)
  while state:
    for i in range(num_devices):
      _ = x[i]
"
google|jax|api_benchmark.py|033	Function	"def sda_index_1(state):
  _run_sda_index_bench(state, 1)
"
google|jax|api_benchmark.py|034	Function	"def sda_index_2(state):
  _run_sda_index_bench(state, 2)
"
google|jax|api_benchmark.py|035	Function	"def sda_index_8(state):
  _run_sda_index_bench(state, 8)
"
google|jax|api_benchmark.py|036	Function	"def _sparse_bcoo_fromdense(state, jit: bool = False, compile: bool = False):
  shape = (2000, 2000)
  nse = 10000
  size = np.prod(shape)
  rng = np.random.RandomState(1701)
  data = rng.randn(nse)
  indices = np.unravel_index(
      rng.choice(size, size=nse, replace=False), shape=shape)
  mat = jnp.zeros(shape).at[indices].set(data)
"
google|jax|api_benchmark.py|037	Function	"def sparse_bcoo_fromdense(state):
  return _sparse_bcoo_fromdense(state)
"
google|jax|api_benchmark.py|038	Function	"def sparse_bcoo_fromdense_jit(state):
  return _sparse_bcoo_fromdense(state, jit=True)
"
google|jax|api_benchmark.py|039	Function	"def sparse_bcoo_fromdense_compile(state):
  return _sparse_bcoo_fromdense(state, compile=True)
"
google|jax|api_benchmark.py|040	Function	"def _sparse_bcoo_todense(state, jit: bool = False, compile: bool = False):
  shape = (2000, 2000)
  nse = 10000
  size = np.prod(shape)
  rng = np.random.RandomState(1701)
  data = rng.randn(nse)
  indices = np.unravel_index(
      rng.choice(size, size=nse, replace=False), shape=shape)
  mat = sparse.BCOO((jnp.array(data), jnp.column_stack(indices)), shape=shape)
"
google|jax|api_benchmark.py|041	Function	"def sparse_bcoo_todense(state):
  return _sparse_bcoo_todense(state)
"
google|jax|api_benchmark.py|042	Function	"def sparse_bcoo_todense_jit(state):
  return _sparse_bcoo_todense(state, jit=True)
"
google|jax|api_benchmark.py|043	Function	"def sparse_bcoo_todense_compile(state):
  return _sparse_bcoo_todense(state, compile=True)
"
google|jax|api_benchmark.py|044	Function	"def _sparse_bcoo_matvec(state, jit: bool = False, compile: bool = False):
  shape = (2000, 2000)
  nse = 10000
  key = jax.random.PRNGKey(1701)
  mat = sparse.random_bcoo(key, nse=nse, shape=shape, dtype=jnp.float32,
                           indices_dtype=jnp.int32, sorted_indices=True)
  vec = jax.random.uniform(key, shape=(shape[1],), dtype=jnp.float32)
"
google|jax|api_benchmark.py|045	Function	"def sparse_bcoo_matvec(state):
  return _sparse_bcoo_matvec(state)
"
google|jax|api_benchmark.py|046	Function	"def sparse_bcoo_matvec_jit(state):
  return _sparse_bcoo_matvec(state, jit=True)
"
google|jax|api_benchmark.py|047	Function	"def sparse_bcoo_matvec_compile(state):
  return _sparse_bcoo_matvec(state, compile=True)
"
google|jax|api_benchmark.py|048	Function	"def bench_shaped_abstractify(state):
  device, *_ = jax.devices()
  args = [jax.device_put_replicated(1, [device])] * 1000
  while state:
    _ = [shaped_abstractify(x) for x in args]
"
google|jax|api_benchmark.py|049	Function	"def _run_benchmark_for_xla_abstractify(arg, state):
  while state:
    xla.abstractify(arg)
"
google|jax|api_benchmark.py|050	Function	"def bench_xla_abstractify():
  _abstractify_args = [
      (3, 'scalar_int'),
      (3.5, 'scalar_float'),
      (np.int32(3), 'scalar_numpy_int32'),
      (np.uint32(7), 'scalar_numpy_uint32'),
      (np.random.randn(3, 4, 5, 6), 'numpy_random'),
      (np.arange(100, dtype=np.float32), 'numpy_arange_100_float32'),
      (AnEnum.B, 'enum'),
  ]
  benchmarks = []
  for a, name in _abstractify_args:
    benchmarks.extend([
        google_benchmark.register(
            partial(_run_benchmark_for_xla_abstractify, a),
            name=f'bench_xla_abstractify_{name}'),
    ])
bench_xla_abstractify()
"
google|jax|api_benchmark.py|051	Function	"def bench_are_op_shardings_equal(state):
  op1 = xc.OpSharding()
  op1.type = xc.OpSharding.Type.OTHER
  op1.tile_assignment_dimensions = [4, 192, 16]
  op1.tile_assignment_devices = list(range(12288))
"
google|jax|api_benchmark.py|052	Function	"def bench_pjit_check_aval_sharding(state):
  mesh = create_mesh((4, 2), ('x', 'y'), state)
  if mesh is None:
    return
  s = jax.sharding.NamedSharding(mesh, jax.sharding.PartitionSpec('x', 'y'))
  aval = jax.core.ShapedArray((8, 2), np.int32)
"
google|jax|api_benchmark.py|053	Function	"def bench_remat_eager_retracing_overheads(state):
  def double_compose(f):
    return lambda x: f(f(x))
"
google|jax|api_benchmark.py|054	Function	"  def double_compose(f):
    return lambda x: f(f(x))
"
google|jax|api_benchmark.py|055	Function	"def bench_remat_eager_retracing_overheads_static_argnums(state):
  def double_compose(f):
    return lambda x, y: f(f(x, y), y)
"
google|jax|api_benchmark.py|056	Function	"  def double_compose(f):
    return lambda x, y: f(f(x, y), y)
"
google|jax|api_benchmark.py|057	Function	"def bench_slicing_compilation(state):
  x = jnp.arange(3)
  while state:
    jax.jit(lambda x: (x[0], x[1], x[2])).lower(x).compile()
"
google|jax|api_benchmark.py|058	Function	"def bench_slicing_compilation2(state):
  x = jnp.arange(3)
  while state:
    jax.jit(lambda x: (x[:1], x[1:2], x[2:3])).lower(x).compile()
"
google|jax|api_benchmark.py|059	Function	"def bench_repeated_static_indexing(state):
  x = jnp.arange(500)
  while state:
    jax.block_until_ready([x[i] for i in range(500)])
"
google|jax|api_benchmark.py|060	Function	"def bench_repeated_static_slicing(state):
  x = jnp.arange(1000)
  while state:
    jax.block_until_ready([x[i:i + 2] for i in range(0, 1000, 2)])
"
google|jax|api_benchmark.py|061	Function	"def pjit_simple_benchmark(state, num_devices, num_args, cpp_jit, use_aot=False):
  spec = jax.sharding.PartitionSpec('x')
  mesh = create_mesh((num_devices,), ('x',), state)
  if mesh is None:
    return
  s = jax.sharding.NamedSharding(mesh, spec)
  inp_data = np.arange(num_devices).astype(np.float32)
  x = array.make_array_from_callback(inp_data.shape, s, lambda idx: inp_data[idx])
"
google|jax|api_benchmark.py|062	Function	"def pjit_simple_1_device(state):
  pjit_simple_benchmark(
      state, num_devices=1, num_args=state.range(0), cpp_jit=state.range(1))
"
google|jax|api_benchmark.py|063	Function	"def pjit_simple_4_device(state):
  pjit_simple_benchmark(
      state, num_devices=4, num_args=state.range(0), cpp_jit=state.range(1))
"
google|jax|api_benchmark.py|064	Function	"def pjit_simple_4000_device(state):
  pjit_simple_benchmark(
      state, num_devices=4000, num_args=state.range(0), cpp_jit=state.range(1))
"
google|jax|api_benchmark.py|065	Function	"def pjit_aot_1_device(state):
  pjit_simple_benchmark(
      state,
      num_devices=1,
      num_args=state.range(0),
      cpp_jit=state.range(1),
      use_aot=True)
"
google|jax|api_benchmark.py|066	Function	"def pjit_aot_4_device(state):
  pjit_simple_benchmark(
      state,
      num_devices=4,
      num_args=state.range(0),
      cpp_jit=state.range(1),
      use_aot=True)
"
google|jax|api_benchmark.py|067	Function	"def pjit_aot_4000_device(state):
  pjit_simple_benchmark(
      state,
      num_devices=4000,
      num_args=state.range(0),
      cpp_jit=state.range(1),
      use_aot=True)
"
google|jax|api_benchmark.py|068	Function	"def host_local_array_to_global_array(state):
  global_mesh = create_mesh((4, 2), ('x', 'y'), state)
  input_shape = (8, 2)
  input_data = np.arange(np.prod(input_shape)).reshape(input_shape)
  in_pspec = jax.sharding.PartitionSpec('x', 'y')
"
google|jax|api_benchmark.py|069	Function	"def device_put(state):
  x = np.array(1, np.int32)
  while state:
    _ = jax.device_put(x).block_until_ready()
"
google|jax|api_benchmark.py|070	Function	"def device_put_sharded(state):
  arr_inp = [np.array(i) for i in range(jax.device_count())]
  dev = jax.devices()
"
google|jax|api_benchmark.py|071	Function	"def device_get_8_devices(state):
  mesh = jax.sharding.Mesh(
      np.array(jax.devices()[:8]).reshape((4, 2)), ('x', 'y')
  )
  sharding = jax.sharding.NamedSharding(
      mesh, jax.sharding.PartitionSpec('x', 'y')
  )
  inp = jax.device_put(np.zeros((8, 4), dtype=np.float32), sharding)
"
google|jax|api_benchmark.py|072	Function	"  def fn(x):
    y = x + x
    return [y for _ in range(50)]
"
google|jax|api_benchmark.py|073	Function	"def np_asarray_8_devices(state):
  mesh = jax.sharding.Mesh(
      np.array(jax.devices()[:8]).reshape((4, 2)), ('x', 'y')
  )
  sharding = jax.sharding.NamedSharding(
      mesh, jax.sharding.PartitionSpec('x', 'y')
  )
  inp = jax.device_put(np.zeros((8, 4), dtype=np.float32), sharding)
"
google|jax|api_benchmark.py|074	Function	"  def fn(x):
    y = x + x
    return [y for _ in range(50)]
"
google|jax|api_benchmark.py|075	Function	"def jax_array_arrays_8_devices(state):
  mesh = jax.sharding.Mesh(
      np.array(jax.devices()[:8]).reshape((4, 2)), ('x', 'y')
  )
  sharding = jax.sharding.NamedSharding(
      mesh, jax.sharding.PartitionSpec('x', 'y')
  )
  inp = jax.device_put(np.zeros((8, 4), dtype=np.float32), sharding)
"
google|jax|api_benchmark.py|076	Function	"  def fn(x):
    y = x + x
    return [y for _ in range(200)]
"
google|jax|api_benchmark.py|077	Function	"def batch_inplace_while(inplace_op, state):
"
google|jax|api_benchmark.py|078	Function	"  def f(init_step, init_xs):
"
google|jax|api_benchmark.py|079	Function	"    def cond(carry):
      step, xs = carry
      return step < xs.size
"
google|jax|api_benchmark.py|080	Function	"    def body(carry):
      step, xs = carry
      if inplace_op == 'scatter':
        xs = xs.at[step].set(1)
      elif inplace_op == 'dynamic_update_slice':
        xs = lax.dynamic_update_index_in_dim(xs, 1., step, 0)
      else:
        assert False
      return step + 1, xs
"
